Ad d-telhum yes-s.
Ad d-tesɛud agrud.
Ad d-tesɛum agrud.
Ad d-tesɛum aqcic.
Ad d-tesɣed aɣrum.
Ad d-tesɣeḍ aɣrum.
Ad d-tesɣem aɣrum.
Ad d-tessu usuten.
Ad d-tinimt tidet.
Ad d-tuɣal azekka?
Ad d-yaweḍ azekka?
Ad d-yekkat wedfel
Ad d-yessiwel Tom.
Ad d-yessu usuten.
Ad d-yewwet udfel?
Ad d-yuɣal azekka?
Ad d-zriɣ fell-ak.
Ad d-zriɣ fell-am.
Ad d-zrin fell-ak.
Ad d-zrin fell-am.
Ad ɛawzeɣ yid-wen.
Ad ɛeddiɣ qbel-ik.
Ad geɣ aya imir-a.
Ad gezment aseklu.
Ad giǧǧen i lebda?
Ad ɣ-ten-id-awimt?
Ad ɣ-ten-id-awint?
Ad ɣ-ten-id-tawiḍ?
Ad ɣ-ten-tɛeṛḍemt?
Ad ɣ-tent-ɛeṛḍent?
Ad ɣ-tent-id-awim?
Ad ɣ-tent-id-awin?
Ad ɣ-tent-id-tawi?
Ad ɣ-tent-id-yawi?
Ad ɣ-tent-tɛeṛḍeḍ?
Ad ɣ-tent-tɛeṛḍem?
Ad ɣ-tent-tefkemt?
Ad ɣ-t-id-heggimt?
Ad ɣ-t-id-heggint?
Ad ɣ-t-id-theggiḍ?
Ad ɣ-tt-id-heggim?
Ad ɣ-tt-id-heggin?
Ad ɣ-tt-id-iheggi?
Ad ɣ-tt-id-theggi?
Ad ḥarbeɣ ɣef Tom.
Ad ḥebseɣ axeddim.
Ad ḥebseɣ ddexxan.
Ad ḥemmleɣ urar-a.
Ad ḥemmlen urar-a.
Ad ḥewwsent yid-i?
Ad ḥewwsent yid-s?
Ad ḥwijeɣ idrimen.
Ad ḥwijeɣ tallalt.
Ad ḥwijen idrimen.
Ad ibeddel kullec.
Ad iḥemmel urar-a.
Ad iliɣ akked Tom.
Ad iliɣ urgaɣ aya.
Ad imken ad atfeɣ?
Ad iqqim dagi Tom.
Ad ixelleṣ s ccak.
Ad iyi-d-temmekti?
Ad iyi-iwet Faḍil.
Ad iyi-ten-ɛeṛḍen?
Ad iyi-ten-kksent?
Ad iyi-ten-ṛeḍlen?
Ad iyi-ten-teɛṛeḍ?
Ad iyi-ten-tefkeḍ?
Ad iyi-ten-tefkem?
Ad iyi-ten-tekkes?
Ad iyi-ten-teṛḍel?
Ad iyi-tent-fkent?
Ad iyi-tent-kkseḍ?
Ad iyi-tent-kksen?
Ad iyi-ten-yeɛṛeḍ?
Ad iyi-ten-yeṛḍel?
Ad iyi-tesseɣlimt.
Ad iyi-tessurfemt?
Ad iyi-t-id-awint?
Ad iyi-t-id-tawiḍ?
Ad iyi-t-id-tawim?
Ad iyi-tneɣ yemma.
Ad iyi-t-tɛeṛḍemt?
Ad iyi-tt-ɛeṛḍent?
Ad iyi-t-tekksemt?
Ad iyi-tt-id-awin?
Ad iyi-tt-id-tawi?
Ad iyi-tt-id-yawi?
Ad iyi-t-tṛeḍlemt?
Ad iyi-tt-ṛeḍlent?
Ad iyi-tt-tɛeṛḍeḍ?
Ad iyi-tt-tɛeṛḍem?
Ad iyi-tt-tefkemt?
Ad iyi-tt-tekksem?
Ad iyi-tt-tṛeḍleḍ?
Ad iyi-tt-tṛeḍlem?
Ad jjeɣ arraw-inu.
Ad jjmeɣ Ustṛalya.
Ad k-ceɛleɣ tafat?
Ad kem-awiɣ yid-i.
Ad kem-jjmeɣ aṭas.
Ad kem-tenɣ Linda.
Ad kem-tḥudd Mary.
Ad kem-yeḍḍef Tom.
Ad kem-yeḍfer Tom.
Ad kem-yerfed Tom.
Ad ken-awiɣ yid-i.
Ad ken-jjmeɣ aṭas.
Ad ken-tḥudd Mary.
Ad kent-id-neɛṛeḍ.
Ad kent-iḥudd Tom.
Ad kent-jjmeɣ akk.
Ad kent-t-ɛeṛḍent?
Ad kent-ten-fkent?
Ad kent-tent-fken?
Ad kent-tent-tefk?
Ad kent-t-id-awin?
Ad kent-t-id-tawi?
Ad kent-t-id-yawi?
Ad kent-tt-ɛeṛḍen?
Ad kent-tt-teɛṛeḍ?
Ad ken-yeḍḍef Tom.
Ad ken-yeḍfer Tom.
Ad ken-yerfed Tom.
Ad k-ineɣ usemmiḍ.
Ad k-iṣeḥḥi ṛebbi.
Ad k-nernu imensi?
Ad k-ṛjuɣ ukessar.
Ad k-rreɣ d argaz.
Ad k-senseɣ tafat?
Ad k-ten-id-awint?
Ad k-tent-ɛeṛḍent?
Ad k-tent-id-awin?
Ad k-tent-id-tawi?
Ad k-tent-id-yawi?
Ad k-t-id-heggint?
Ad k-tt-id-heggiɣ?
Ad k-tt-id-heggin?
Ad k-tt-id-iheggi?
Ad k-tt-id-reḍleɣ.
Ad k-tt-id-theggi?
Ad k-yeḥrez Ṛebbi.
Ad k-yessumar Dan.
Ad k-ẓreɣ ukessar.
Ad m-ceɛleɣ tafat?
Ad m-nernu imensi?
Ad m-senseɣ tafat?
Ad m-ten-id-awint?
Ad m-tent-ɛeṛḍent?
Ad m-tent-id-awin?
Ad m-tent-id-tawi?
Ad m-tent-id-yawi?
Ad m-t-id-heggint?
Ad m-tt-id-heggiɣ?
Ad m-tt-id-heggin?
Ad m-tt-id-iheggi?
Ad m-tt-id-theggi?
Ad naru tansa-nni.
Ad nazen walebɛaḍ.
Ad nebdu tasuqilt!
Ad necc tadellaɛt!
Ad necc talegguẓt!
Ad neddu ɣef uḍar.
Ad neddu tameddit.
Ad neddu yid-went.
Ad nedmeɣ fell-as.
Ad nedmen fell-as.
Ad neffeɣ ad necc!
Ad neffeɣ ad necc.
Ad neḥwiǧ idrimen.
Ad neḥwij idrimen.
Ad nemwali azekka.
Ad nendem fell-as.
Ad nessew tibḥirt.
Ad nessired iqbac.
Ad nessiwel ticki.
Ad nezmer ad nɣer.
Ad nger taseqqart?
Ad nḥemmel urar-a.
Ad nqeṣṣer meqqar.
Ad nṛuḥ ar wexxam.
Ad nruḥ nek yid-k.
Ad nsew i tegmatt.
Ad nurar akkenni ?
Ad nxelleṣ s ccak.
Ad qeblent isefka.
Ad qerseɣ fell-ak.
Ad qerseɣ fell-am.
Ad qerṣeɣ fell-as.
Ad qqimeɣ da cwiṭ.
Ad qqleɣ d ababat.
Ad ṛjuɣ deg beṛṛa.
Ad ṛjuɣ weltma da.
Ad ruḥeɣ ad ṭṭseɣ.
Ad ṛuḥeɣ ad ṭṭseɣ.
Ad ruḥeɣ ad waliɣ.
Ad ruḥeɣ ɣef uḍar.
Ad ṛuḥeɣ ɣer yaya.
Ad sen-ten-ɛeṛḍen?
Ad sen-ten-teɛṛeḍ?
Ad sen-tent-fkent?
Ad sen-ten-yeɛṛeḍ?
Ad sen-t-id-awint?
Ad sen-t-tɛeṛḍemt?
Ad sent-t-ɛeṛḍent?
Ad sen-tt-ɛeṛḍent?
Ad sent-ten-fkent?
Ad sent-tent-fken?
Ad sent-tent-tefk?
Ad sent-t-id-awin?
Ad sen-tt-id-awin?
Ad sent-t-id-tawi?
Ad sen-tt-id-tawi?
Ad sent-t-id-yawi?
Ad sen-tt-id-yawi?
Ad sent-t-tɛeṛḍeḍ?
Ad sen-tt-tɛeṛḍeḍ?
Ad sent-t-tɛeṛḍem?
Ad sen-tt-tɛeṛḍem?
Ad sent-tt-ɛeṛḍen?
Ad sent-tt-teɛṛeḍ?
Ad sent-tt-yeɛṛeḍ?
Ad sewweqen yid-i?
Ad sewweqen yid-s?
Ad ssikleɣ azekka.
Ad ssirdent iqbac.
Ad sswent tibḥirt.
Ad s-ten-id-awint?
Ad s-tent-id-awin?
Ad s-tent-id-tawi?
Ad s-tent-id-yawi?
Ad tafeḍ ssneɣ-tt.
Ad tafeḍ ssnen-tt.
Ad tafeḍ walebɛaḍ.
Ad tafem walebɛaḍ.
Ad talsed aseggas!
Ad talsem aseggas!
Ad taru tansa-nni.
Ad tawiḍ abrid-ik.
Ad t-awin yid-sen?
Ad tawyed ti, naɣ?
Ad tawyeḍ ti, naɣ?
Ad tawyed wi, naɣ?
Ad tawyeḍ wi, naɣ?
Ad tawyem ti, naɣ?
Ad tawyem wi, naɣ?
Ad tḍeyyɛemt akud.
Ad tebbimt aseklu.
Ad teččed amestir?
Ad tecceḍ yid-neɣ?
Ad tecnuḍ yid-neɣ?
Ad teddu tkeṛṛust.
Ad teddu yid-kent?
Ad teddu yid-sent?
Ad teddu yid-went.
Ad tedduḍ yid-neɣ?
Ad tedduḍ yid-sen?
Ad teddukel yid-i?
Ad teddukel yid-s?
Ad teddum yid-neɣ?
Ad teddum yid-sen?
Ad tɛebdemt Ṛebbi.
Ad teffɣed azekka?
Ad teffɣeḍ azekka?
Ad teffɣem azekka?
Ad teǧǧem axeddim.
Ad teḥwij idrimen.
Ad ten-awiɣ yid-i.
Ad tendem fell-as.
Ad ten-id-mmagren?
Ad ten-id-tekkseḍ?
Ad ten-id-tekksem?
Ad ten-id-tuqmemt?
Ad ten-id-yaf Tom.
Ad ten-tesseɣlimt.
Ad tent-id-kksent?
Ad tent-id-tekkes?
Ad tent-id-tuqmeḍ?
Ad tent-id-tuqmem?
Ad tent-id-uqment?
Ad tent-id-yekkes?
Ad tent-taɣ tudgi.
Ad tent-tesseɣliḍ.
Ad tent-tesseɣlim.
Ad tent-tleqqmemt?
Ad tent-tseggmemt?
Ad tent-yenɣ lxuf.
Ad teqleɛ tmacint.
Ad teqqim i lebda.
Ad tesfeqdemt kan.
Ad teslaẓemt iḍan.
Ad tesrid abugaṭu.
Ad tesrid tallalt.
Ad tesrim tallalt.
Ad tesṛuḥemt akud.
Ad tessew tibḥirt.
